employee_id,years_experience,training_hours,team_size,projects_completed,satisfaction_score,commute_minutes,performance_rating,salary_band,remote_pct
479,29.1,53.7,11,6,8.37,16,63.1,L1,75
480,15.7,45.2,5,3,9.91,32,52.4,L4,25
481,18.9,55.0,15,7,2.73,120,43.4,L4,0
482,20.9,0.0,17,2,1.78,116,38.3,L2,25
483,13.6,71.3,20,10,4.03,34,53.8,L1,50
484,18.8,37.9,21,4,2.16,34,64.6,L4,50
485,17.5,56.6,3,7,5.71,7,48.5,L3,25
486,27.0,24.4,8,13,6.7,45,41.4,L4,25
487,1.4,49.2,4,7,6.2,13,58.2,L2,75
488,8.4,24.2,16,8,3.33,82,51.7,L4,75
489,28.5,30.6,8,5,9.18,5,55.2,L1,100
490,26.7,68.7,16,8,1.19,14,44.7,L1,100
491,13.7,37.1,6,8,4.13,20,46.3,L5,50
492,18.6,43.3,23,6,7.47,13,44.7,L1,100
493,8.3,53.1,10,9,7.9,6,55.0,L5,100
494,5.6,47.4,5,13,4.75,22,46.6,L3,0
495,13.9,42.3,21,9,1.15,35,55.9,L2,25
496,10.6,45.5,16,10,6.56,26,43.8,L3,75
497,17.5,76.1,22,11,1.57,7,55.0,L5,100
498,2.3,39.1,19,8,1.97,33,57.0,L4,75
499,29.2,43.0,10,7,6.85,7,53.3,L4,100
500,29.6,55.8,16,4,3.81,5,59.2,L3,100
501,20.9,56.6,8,3,4.13,29,45.2,L4,50
502,16.1,57.8,24,10,5.38,46,56.9,L5,0
503,9.3,49.6,18,12,9.81,16,52.3,L2,25
504,24.4,22.9,21,8,9.69,19,41.9,L1,25
505,20.5,64.5,16,10,4.75,9,30.9,L5,50
506,4.9,22.8,21,6,3.39,17,33.1,L5,50
507,27.3,44.5,5,6,3.72,5,27.9,L1,25
508,24.7,28.7,12,8,3.42,78,54.3,L1,25
509,28.5,39.0,21,8,5.79,40,46.8,L2,0
510,21.8,44.9,11,11,6.46,28,50.9,L2,100
511,18.4,44.8,22,7,5.4,19,48.2,L2,0
512,12.5,46.3,15,9,4.67,39,55.8,L4,25
513,28.0,64.2,9,10,2.9,17,56.1,L5,100
514,26.0,46.8,16,8,5.34,9,50.4,L1,25
515,1.4,36.3,11,4,4.07,5,51.0,L5,0
516,0.8,54.5,21,9,5.87,26,51.4,L5,0
517,11.3,57.8,17,3,7.08,66,63.9,L2,0
518,24.3,21.6,22,12,6.7,5,30.0,L2,100
519,29.6,49.0,16,9,5.16,5,43.3,L5,75
520,4.5,50.5,8,7,6.0,14,58.7,L2,75
521,17.8,35.5,23,9,3.56,41,61.1,L4,25
522,11.4,60.6,6,4,1.22,9,54.3,L1,100
523,29.1,37.7,10,6,6.63,7,48.2,L5,50
524,25.3,41.9,19,5,3.27,24,68.6,L1,75
525,25.1,37.4,11,9,7.02,19,51.8,L4,100
526,14.1,40.2,3,12,7.72,5,50.3,L2,100
527,12.4,23.6,22,5,9.24,5,63.3,L3,75
528,8.2,18.4,16,8,9.62,26,54.8,L4,100
529,1.7,63.9,13,7,1.09,16,59.4,L3,100
530,25.9,27.3,23,10,9.91,88,60.6,L1,75
531,24.4,25.1,5,8,7.15,28,46.3,L5,0
532,30.0,7.7,11,8,6.79,5,67.7,L2,25
533,29.9,30.4,16,10,1.14,16,25.4,L4,50
534,16.7,20.2,11,10,8.75,13,30.2,L2,25
535,23.1,64.6,6,7,2.31,5,43.2,L3,0
536,28.3,55.1,6,8,8.54,64,45.8,L3,0
537,25.5,29.7,10,12,1.14,41,53.6,L5,100
538,7.4,73.8,4,2,6.81,7,43.1,L3,25
539,13.5,54.7,11,11,4.91,7,49.9,L5,0
540,3.9,35.1,16,10,2.81,5,47.9,L4,25
541,28.6,2.5,24,7,1.97,9,70.0,L5,0
542,18.2,74.4,11,15,4.96,22,42.0,L3,50
543,6.9,19.2,18,5,2.11,14,33.2,L1,0
544,20.2,15.3,19,2,5.38,87,61.2,L5,25
545,18.5,55.3,18,9,6.63,5,42.9,L2,100
546,10.7,76.6,14,14,8.45,22,49.1,L1,25
547,3.4,60.8,5,7,7.11,49,43.5,L5,75
548,20.1,48.5,13,5,1.59,16,57.4,L2,25
549,15.6,48.9,16,9,3.77,5,36.3,L1,50
550,23.2,52.8,20,8,3.59,7,22.0,L5,50
551,15.6,51.4,23,9,9.24,10,63.0,L4,50
552,25.6,44.2,23,8,8.81,85,52.5,L2,0
553,16.6,41.6,7,7,4.33,61,60.7,L4,50
554,16.8,39.1,18,8,1.64,74,62.6,L3,25
555,26.3,28.7,22,7,9.05,44,40.8,L5,100
556,12.1,35.8,7,10,8.99,11,50.6,L5,50
557,4.0,14.6,5,8,8.69,59,55.1,L2,25
558,0.9,38.5,14,5,8.61,100,48.9,L5,0
559,22.7,25.2,3,6,5.32,11,46.9,L3,0
560,18.6,23.4,23,8,2.6,8,47.9,L5,100
561,21.1,42.7,11,8,5.3,20,60.8,L1,100
562,6.4,60.9,11,9,5.45,5,47.4,L4,25
563,4.1,53.8,6,11,5.41,5,56.0,L3,100
564,0.4,16.4,5,12,5.85,73,53.5,L3,100
565,10.5,25.2,19,9,3.32,65,40.4,L4,0
566,17.7,54.1,4,5,4.3,5,53.0,L4,25
567,11.8,25.3,3,3,4.91,13,34.6,L3,100
568,13.1,36.6,10,13,2.18,44,54.0,L4,25
569,27.1,48.3,15,12,5.1,27,58.9,L2,50
570,10.4,25.5,17,16,8.29,13,61.2,L4,0
571,15.4,41.6,10,8,8.45,34,40.5,L1,0
572,23.5,20.0,14,13,4.7,57,44.6,L1,0
573,11.9,31.0,24,10,5.67,65,52.8,L2,75
574,18.7,44.8,14,8,1.3,12,45.2,L4,25
575,25.9,16.1,16,13,7.07,5,30.7,L1,50
576,28.5,46.6,17,10,4.64,61,44.6,L5,100
577,4.4,39.7,17,12,5.01,5,52.8,L4,50
578,27.8,48.3,11,8,8.86,32,60.7,L2,25
579,14.8,43.4,21,9,5.16,5,66.9,L4,0
580,7.7,60.5,22,9,1.19,12,51.2,L3,75
581,13.8,41.9,24,6,3.05,13,55.7,L3,25
582,29.4,33.6,10,6,5.28,5,59.6,L1,25
583,14.8,41.8,23,11,4.82,64,29.5,L3,100
584,9.9,48.1,21,7,8.74,5,39.8,L2,50
585,19.0,40.7,8,11,5.88,56,51.0,L1,50
586,7.2,40.6,22,10,7.21,54,65.6,L2,100
587,2.3,29.5,21,7,5.22,10,56.3,L2,75
588,3.9,30.1,6,5,4.96,30,53.3,L3,0
589,3.8,19.0,9,3,5.02,7,47.7,L3,0
590,4.6,66.2,6,5,4.7,36,54.3,L2,75
591,4.2,21.3,24,4,5.85,21,44.0,L3,100
592,19.2,29.6,14,9,3.25,9,42.2,L3,25
593,5.5,29.2,15,11,9.02,13,43.1,L3,50
594,10.4,53.4,5,2,4.0,29,63.4,L4,25
595,26.9,35.6,24,11,2.33,59,41.6,L2,50
596,14.2,58.7,14,13,1.87,5,46.0,L5,25
597,20.0,29.9,4,10,1.12,21,54.7,L2,100
598,5.2,44.2,4,10,4.81,7,41.2,L1,100
599,5.8,27.5,11,10,2.69,40,52.3,L3,75
600,1.2,72.2,3,11,1.19,5,52.3,L3,25
601,5.1,22.2,10,11,5.68,29,43.8,L5,25
602,8.4,44.6,8,8,7.12,5,47.4,L1,75
603,5.3,49.5,8,7,1.77,23,40.6,L4,75
604,2.7,46.2,24,8,5.15,45,63.8,L2,100
605,3.6,37.2,20,6,7.69,35,52.6,L4,100
606,13.8,38.1,19,11,9.87,35,39.5,L1,25
607,6.2,40.7,14,7,7.0,18,51.3,L5,100
608,10.9,37.8,8,10,3.2,55,51.7,L1,100
609,15.1,54.5,10,9,7.45,22,27.6,L5,25
610,20.7,73.2,21,11,6.38,62,63.4,L4,75
611,1.2,31.6,12,6,2.91,20,40.1,L4,25
612,24.0,19.5,3,5,8.66,18,70.9,L1,0
613,18.8,38.7,15,6,4.85,6,58.0,L1,25
614,2.5,78.7,19,10,9.66,20,38.7,L3,0
615,26.2,27.9,5,10,7.51,5,46.9,L5,25
616,27.6,64.6,10,7,6.8,51,59.2,L3,0
617,1.8,65.2,16,5,7.56,28,47.6,L2,0
618,8.3,31.7,5,4,5.3,120,61.8,L2,25
619,24.2,48.5,18,11,5.55,5,46.2,L1,100
620,22.4,64.4,15,13,8.66,7,49.2,L4,50
621,5.5,34.3,22,5,7.13,52,59.5,L2,100
622,6.3,36.9,19,10,9.08,13,56.0,L2,0
623,11.1,31.3,15,5,9.02,16,40.7,L3,25
624,14.5,24.8,8,12,9.79,49,54.3,L3,25
625,18.5,30.3,19,10,7.3,18,51.7,L2,25
626,11.1,21.6,16,10,5.52,5,40.9,L1,25
627,13.9,40.5,19,4,2.5,56,36.1,L3,50
628,22.4,28.5,10,5,7.35,5,30.7,L2,75
629,1.1,43.5,13,13,3.62,56,47.1,L4,0
630,7.6,16.7,22,6,3.55,5,49.5,L3,50
631,21.4,45.0,3,12,3.14,27,55.0,L2,100
632,26.9,52.5,9,5,8.88,5,58.2,L5,75
633,15.4,10.1,23,10,8.81,31,45.9,L3,75
634,16.0,45.6,23,4,6.68,5,49.2,L5,25
635,3.2,58.4,19,11,5.26,46,42.4,L3,50
636,13.4,21.9,12,5,7.05,16,50.9,L3,100
637,16.0,65.1,13,8,6.47,5,59.7,L5,25
638,7.3,46.3,24,9,4.74,31,51.0,L1,25
639,8.1,29.4,11,10,4.42,17,61.6,L2,0
640,11.3,39.2,11,4,4.45,5,59.5,L1,75
641,0.6,48.4,7,7,6.3,5,64.6,L1,100
642,9.7,41.1,19,7,6.83,14,51.3,L2,75
643,6.3,48.1,11,4,5.07,5,44.7,L4,50
644,9.8,26.2,19,18,9.72,5,56.2,L1,0
645,3.6,42.5,23,7,1.75,8,46.3,L1,25
646,26.7,18.8,21,7,4.12,25,55.9,L1,0
647,17.8,38.3,9,1,4.77,19,43.4,L4,25
648,20.4,26.4,11,8,1.15,5,41.7,L3,0
649,23.7,29.0,9,8,4.28,86,62.2,L5,25
650,15.0,58.5,15,6,3.46,55,39.9,L5,75
651,2.6,56.4,13,9,5.55,8,60.2,L4,75
652,16.1,49.1,16,4,4.03,5,55.9,L1,75
653,17.6,23.6,21,6,7.54,71,50.9,L5,75
654,22.4,35.3,13,12,5.59,15,31.1,L4,0
655,12.9,58.2,15,15,2.17,9,64.9,L2,25
656,3.8,42.1,16,3,7.75,17,40.7,L5,75
657,8.5,74.8,15,9,1.89,37,59.5,L2,0
658,10.9,45.9,3,6,8.55,5,43.1,L1,25
659,19.4,42.9,10,5,9.38,36,42.3,L5,0
660,17.1,35.4,14,4,3.9,35,56.7,L4,75
661,10.7,42.0,21,13,9.34,19,55.4,L3,50
662,29.6,37.7,14,7,8.14,50,38.5,L5,0
663,18.2,50.6,10,8,9.3,5,64.4,L5,75
664,7.1,54.4,10,8,7.0,23,47.9,L5,100
665,3.1,28.2,23,9,3.12,15,50.7,L5,25
666,4.6,20.0,15,10,9.05,14,47.0,L4,75
667,7.4,12.5,14,14,2.66,7,39.0,L4,100
668,4.8,47.6,18,3,2.92,12,57.4,L3,0
669,5.6,23.4,3,4,3.44,5,52.9,L4,0
670,8.6,7.7,15,8,3.74,7,41.9,L4,100
671,5.2,45.8,9,9,5.63,8,59.4,L1,100
672,26.9,77.4,7,13,7.42,32,50.5,L1,25
673,2.4,39.9,10,5,9.34,5,50.8,L2,0
674,15.7,52.6,16,8,1.8,26,67.8,L3,100
675,12.3,41.2,15,4,9.59,6,33.9,L1,50
676,29.5,38.5,17,8,9.29,5,33.8,L3,50
677,3.4,53.8,19,5,1.49,9,36.0,L3,100
678,11.9,35.6,17,12,4.24,6,53.6,L5,25
679,29.1,44.0,22,6,8.32,20,46.4,L3,0
680,26.0,44.8,20,9,6.5,11,47.2,L5,50
681,24.5,30.0,20,8,8.01,85,40.6,L2,100
682,7.7,54.9,4,12,7.47,83,66.7,L2,100
683,5.1,37.4,6,11,5.47,15,70.0,L2,75
684,20.1,28.7,3,6,1.37,40,59.0,L5,100
685,27.9,48.0,6,7,6.26,5,34.9,L5,25
686,16.7,26.5,20,3,1.44,20,45.1,L2,50
687,17.1,40.4,7,10,6.43,34,58.3,L5,75
688,8.4,39.9,21,4,8.2,6,49.5,L4,50
689,23.1,56.3,17,9,6.26,5,59.0,L4,50
690,5.6,47.1,10,13,9.97,5,62.5,L5,25
691,9.7,39.6,22,13,5.1,15,69.1,L5,100
692,12.8,52.3,19,11,7.74,18,43.5,L1,25
693,15.2,60.9,3,11,7.0,12,50.8,L1,100
694,7.3,48.4,14,6,9.92,14,45.6,L3,75
695,3.4,40.2,21,4,7.42,16,30.0,L3,25
696,18.3,20.3,17,11,2.48,37,57.0,L3,25
697,8.7,24.0,11,6,9.6,5,55.6,L2,0
698,17.4,35.4,9,3,7.01,37,44.5,L4,25
699,4.6,30.9,4,15,1.53,29,34.0,L2,0
700,14.4,37.2,11,4,6.92,34,46.2,L5,100
701,16.0,40.8,12,14,8.95,33,57.3,L1,100
702,1.6,47.9,4,7,6.19,16,63.4,L5,100
703,10.1,38.9,21,7,4.19,6,42.9,L5,0
704,4.0,47.3,13,11,8.39,19,61.1,L1,100
705,1.9,41.0,15,5,8.04,79,56.2,L5,50
706,29.7,10.4,12,8,5.9,22,54.1,L3,25
707,9.7,25.9,16,7,2.39,5,37.1,L1,0
708,24.3,37.8,20,3,3.26,5,37.5,L5,100
709,7.6,21.9,21,7,7.65,120,41.7,L3,50
710,20.4,49.0,24,8,8.25,5,46.7,L3,25
711,22.8,63.0,11,6,3.51,5,68.0,L4,25
712,17.9,58.3,9,5,4.31,11,43.4,L3,100
713,14.1,36.8,5,8,1.7,87,57.7,L2,50
714,12.4,62.4,22,5,7.42,10,45.4,L1,0
715,10.5,42.2,8,9,1.03,13,54.7,L1,100
716,27.9,34.9,23,6,1.42,25,49.4,L1,25
717,24.9,30.8,4,9,1.04,5,51.8,L5,25
718,29.0,35.5,8,12,6.81,57,53.7,L5,25
719,3.7,34.2,5,12,4.76,18,47.5,L2,100
720,21.9,42.6,18,5,3.68,16,53.7,L3,75
721,28.2,42.4,10,8,9.21,49,62.3,L5,75
722,5.4,40.0,4,6,2.74,76,42.5,L3,75
723,2.0,46.6,19,4,4.5,14,61.9,L3,50
724,22.2,57.9,11,6,9.46,5,47.3,L5,100
725,17.2,54.2,14,8,4.84,42,46.3,L5,25
726,25.3,17.7,5,5,5.99,13,57.0,L2,50
727,4.2,1.7,13,7,1.72,69,46.6,L4,75
728,23.9,54.0,3,9,8.11,75,53.2,L1,0
729,6.0,19.5,15,7,4.8,5,52.3,L5,50
730,4.9,36.6,17,12,8.2,78,29.2,L5,50
731,4.9,22.4,7,10,3.28,11,54.2,L3,100
732,24.4,13.0,23,13,4.8,26,35.6,L4,50
733,20.0,48.1,19,4,8.08,5,36.4,L5,100
734,15.7,51.4,8,10,9.76,55,53.7,L4,0
735,10.8,31.4,23,8,1.54,26,55.4,L1,25
736,26.3,1.1,24,6,8.31,26,62.1,L3,25
737,11.8,31.8,13,6,3.71,58,39.1,L2,75
738,24.5,45.9,20,12,5.96,18,42.6,L1,75
739,13.2,17.8,6,13,3.61,13,54.6,L4,0
740,11.3,42.8,5,11,6.52,50,62.2,L4,25
741,13.9,39.8,15,11,4.18,34,51.9,L1,75
742,9.0,48.7,11,5,4.0,74,41.2,L4,50
743,22.4,41.8,23,8,1.34,70,65.1,L2,100
744,15.1,25.4,8,9,2.32,12,47.4,L2,75
745,7.0,57.9,14,15,9.25,15,47.7,L4,0
746,27.0,37.6,4,12,9.98,7,35.6,L4,25
747,11.5,39.6,5,7,8.02,27,57.2,L2,0
748,16.3,26.0,5,9,3.58,11,58.5,L4,100
749,27.2,33.4,14,7,4.62,39,42.9,L5,100
750,18.7,26.7,17,7,7.66,5,67.5,L3,0
751,3.5,37.4,11,3,9.72,5,44.1,L5,75
752,28.2,65.7,10,9,5.1,6,56.3,L4,75
753,18.8,19.4,13,10,8.47,5,52.2,L4,25
754,10.0,15.8,18,10,9.78,24,29.7,L3,25
755,4.2,62.1,24,11,8.86,5,55.4,L4,50
756,23.8,36.9,6,6,3.04,5,54.5,L3,50
757,18.6,30.0,3,5,1.07,5,32.3,L2,25
758,16.0,55.6,9,4,5.43,38,65.3,L3,50
759,26.8,30.9,4,6,5.78,42,54.6,L3,0
760,23.7,67.4,7,11,2.81,5,62.4,L5,75
761,4.6,50.2,9,10,3.56,34,32.8,L4,50
762,9.4,32.7,6,15,7.89,14,45.9,L2,50
763,7.5,72.4,7,9,5.23,7,61.8,L1,0
764,22.3,30.9,3,4,3.86,24,34.3,L3,100
765,1.0,51.1,3,11,6.6,5,46.2,L1,25
766,17.1,44.5,17,11,6.87,35,54.1,L4,0
767,22.9,59.5,22,9,7.92,5,31.1,L3,100
768,26.3,63.4,21,11,2.41,80,36.8,L1,0
769,10.3,40.5,12,9,7.67,5,63.8,L5,75
770,24.6,28.7,20,4,6.39,22,50.6,L1,0
771,3.3,46.9,5,11,1.52,58,61.8,L5,0
772,25.4,29.8,13,3,8.0,5,51.8,L2,75
773,3.8,70.2,17,8,4.45,17,74.6,L4,25
774,11.9,42.0,13,8,3.97,11,54.4,L1,100
775,23.9,34.5,19,4,5.03,22,62.7,L3,50
776,4.5,42.8,19,3,4.12,6,47.5,L4,25
777,6.9,19.8,8,4,4.04,5,52.1,L1,0
778,21.7,25.4,7,6,8.27,25,56.4,L3,50
779,21.6,58.0,10,8,2.12,13,58.1,L3,75
780,19.2,30.1,4,9,9.74,24,49.6,L3,25
781,20.8,24.3,18,5,5.99,6,50.0,L3,100
782,16.3,48.0,22,8,2.65,10,55.0,L1,25
783,7.6,57.8,14,7,2.18,21,55.0,L2,25
784,10.4,50.8,8,9,6.32,22,39.7,L5,50
785,5.4,54.9,3,6,6.7,12,52.2,L5,75
786,27.3,28.6,6,5,1.48,8,53.2,L5,75
787,17.5,18.7,19,1,3.19,8,40.2,L2,25
788,12.0,62.5,15,9,8.16,5,59.1,L3,75
789,13.9,35.2,20,8,1.45,10,54.1,L3,50
790,28.4,36.2,7,3,8.7,6,73.3,L4,50
791,4.6,59.9,5,7,6.92,25,49.7,L5,100
792,17.6,48.3,13,9,4.91,21,61.4,L5,75
793,15.2,46.8,15,6,4.12,12,55.4,L3,100
794,18.3,72.5,6,5,1.17,10,69.2,L5,0
795,0.5,30.3,16,5,8.43,7,40.3,L3,50
796,26.2,53.9,24,9,2.28,19,45.0,L3,25
797,28.0,40.9,13,8,3.79,63,40.6,L3,50
798,17.0,44.0,12,9,6.12,29,49.2,L1,0
799,20.9,62.9,21,6,3.21,34,38.8,L1,25
800,27.7,47.6,20,7,5.47,45,34.7,L1,75
